Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
1752,Victor Parada,es ESP,DF,Alavés,es La Liga,23.0,2002,15,10,935,10.4,0,1,1,0,0,0,5,0,0.5,0.5,1.1,1.7,0.10,0.16,10,20,35,5,1,20.0,0.48,0.10,0.00,0.00,15.6,0,0,0,0.5,0.5,0.10,-0.5,-0.5,315,424,74.3,5186,1942,1,1.1,0.5,-0.1,8,11,4,3,20,356,66,4,0,0,21,62,0,0,0,0,315,12,5,4,7,1,12,58.3,5,7,2,5,4,16,33,0,18,1.73,11,2,3,1,0,1,1,0.10,514,36,174,229,114,8,514,6,4,66.7,2,33.3,227,1057,526,10,12,1,11,4,296,35,5,0,0,17,8,2,21,4,5,0,1,0,34,19,12,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,Aitor Paredes,es ESP,DF,Athletic Club,es La Liga,25.0,2000,12,11,1000,11.1,1,0,1,1,0,0,2,0,0.8,0.8,0.0,0.9,0.09,0.08,9,61,2,7,2,28.6,0.63,0.18,0.14,0.50,9.7,0,0,0,0.8,0.8,0.12,+0.2,+0.2,541,616,87.8,10273,3687,0,0.0,0.2,0.0,1,34,1,0,61,594,22,16,0,1,0,0,0,0,0,0,541,16,9,7,9,0,13,76.9,3,8,4,4,18,34,42,0,8,0.72,7,0,0,1,0,0,0,0.00,726,40,299,409,25,8,726,2,2,100.0,0,0.0,426,2715,1743,9,7,0,10,0,475,2,2,0,0,10,5,0,0,18,9,0,0,0,46,17,11,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,Kevin Paredes,us USA,"MF,FW",Wolfsburg,de Bundesliga,22.0,2003,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.08,1,0,1,1,1,100.0,6.43,6.43,0.00,0.00,18.6,0,0,0,0.0,0.0,0.01,0.0,0.0,1,2,50.0,9,0,0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,100.0,0,0,0,0,0,1,1,0,1,6.43,1,0,0,0,0,0,0,0.00,5,1,2,1,2,1,5,0,0,,0,,2,20,7,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,Daniel Parejo,es ESP,MF,Villarreal,es La Liga,36.0,1989,15,7,646,7.2,0,0,0,0,0,0,2,0,0.2,0.2,0.9,1.0,0.00,0.15,6,32,4,2,0,0.0,0.28,0.00,0.00,,28.3,2,0,0,0.2,0.2,0.08,-0.2,-0.2,349,414,84.3,6561,2109,0,0.9,0.6,-0.9,10,37,3,0,32,357,53,27,2,4,22,0,23,8,8,0,349,15,10,8,7,0,11,54.5,5,7,4,3,6,21,8,2,19,2.65,12,7,0,0,0,0,0,0.00,465,27,119,255,97,3,465,11,3,27.3,6,54.5,247,863,372,6,7,1,8,4,292,4,2,0,0,6,12,0,22,6,10,0,0,0,28,5,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,Fabiano Parisi,it ITA,"DF,FW",Fiorentina,it Serie A,25.0,2000,12,9,751,8.3,0,1,1,0,0,0,4,0,0.4,0.4,1.0,1.4,0.12,0.16,20,31,46,9,3,33.3,1.08,0.36,0.00,0.00,17.1,0,0,0,0.4,0.4,0.04,-0.4,-0.4,296,359,82.5,5039,1238,1,1.0,1.2,0.0,11,25,15,3,31,319,40,3,2,0,23,33,4,2,2,0,296,10,6,3,4,3,9,55.6,4,12,2,10,10,20,13,1,31,3.72,22,1,1,1,5,1,4,0.48,452,17,86,205,172,18,452,21,12,57.1,9,42.9,261,1702,847,20,19,5,13,10,286,46,4,0,0,6,28,0,23,10,6,1,1,0,42,4,5,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,Thomas Partey,gh GHA,MF,Villarreal,es La Liga,32.0,1993,13,7,654,7.3,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,0.00,0.08,15,29,14,8,1,12.5,1.10,0.14,0.00,0.00,25.4,0,0,0,0.4,0.4,0.04,-0.4,-0.4,323,377,85.7,5401,1440,0,0.2,0.3,-0.2,5,35,2,1,29,366,11,8,3,0,2,3,0,0,0,0,323,12,3,4,5,3,10,50.0,5,10,2,8,11,23,13,1,12,1.65,11,0,0,1,0,0,0,0.00,453,20,109,252,95,6,453,6,3,50.0,2,33.3,264,1244,753,15,8,0,10,8,322,14,0,0,0,7,4,0,2,11,3,0,1,0,31,13,7,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,Mario Pašalić,hr CRO,MF,Atalanta,it Serie A,30.0,1995,17,13,1076,12.0,2,2,4,2,0,0,1,0,1.5,1.5,2.1,3.6,0.33,0.30,11,82,27,10,5,50.0,0.84,0.42,0.20,0.40,14.4,0,0,0,1.5,1.5,0.15,+0.5,+0.5,649,731,88.8,12378,3807,2,2.1,1.0,-0.1,19,75,14,0,82,710,20,18,2,6,3,0,0,0,0,0,649,20,13,8,9,3,15,46.7,8,11,3,8,7,27,15,2,24,2.01,23,0,0,1,0,0,3,0.25,831,31,189,522,131,17,831,10,6,60.0,3,30.0,552,2522,1282,11,13,2,19,5,653,27,1,0,0,14,3,1,3,7,13,0,0,0,49,15,22,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,Patric,es ESP,"DF,MF",Lazio,it Serie A,32.0,1993,4,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,3,1,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,76,84,90.5,1522,475,0,0.0,0.0,0.0,0,7,0,0,3,80,4,3,0,0,0,0,0,0,0,0,76,1,0,0,1,0,1,0.0,1,1,1,0,2,3,4,1,0,0.00,0,0,0,0,0,0,0,0.00,93,10,34,59,0,0,93,0,0,,0,,53,214,148,0,0,0,1,0,69,1,0,0,0,2,0,0,0,2,0,0,0,0,4,4,3,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,Nathan Patterson,sct SCO,DF,Everton,eng Premier League,24.0,2001,3,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.03,1,1,2,1,1,100.0,1.15,1.15,0.00,0.00,12.6,0,0,0,0.0,0.0,0.03,0.0,0.0,18,31,58.1,335,106,0,0.0,0.0,0.0,0,1,0,0,1,24,7,0,0,0,1,7,0,0,0,0,18,4,2,2,2,0,7,42.9,4,1,0,1,1,5,7,0,0,0.00,0,0,0,0,0,0,0,0.00,44,8,22,17,5,1,44,0,0,,0,,18,66,28,1,1,0,0,0,19,2,0,0,0,0,0,0,1,1,2,0,0,0,2,2,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,Benjamin Pavard,fr FRA,DF,Inter,it Serie A,29.0,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.00,0.07,1,5,0,1,1,100.0,1.00,1.00,0.00,0.00,14.0,0,0,0,0.0,0.0,0.05,0.0,0.0,82,86,95.3,1368,432,0,0.0,0.0,0.0,1,2,0,0,5,84,2,0,0,0,0,2,0,0,0,0,82,2,1,1,1,0,1,100.0,0,2,2,0,2,4,2,1,2,2.00,2,0,0,0,0,0,0,0.00,96,6,43,47,6,2,96,0,0,,0,,38,179,66,1,0,0,0,0,72,0,0,0,0,1,0,0,0,2,1,0,0,0,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,Benjamin Pavard,fr FRA,DF,Marseille,fr Ligue 1,29.0,1996,14,12,1030,11.4,1,2,3,1,0,0,3,0,0.6,0.6,1.9,2.4,0.26,0.21,9,74,15,7,3,42.9,0.61,0.26,0.14,0.33,13.2,0,0,0,0.6,0.6,0.08,+0.4,+0.4,719,774,92.9,12012,4081,2,1.9,0.7,+0.1,8,84,6,2,74,744,30,11,1,4,7,19,0,0,0,0,719,14,5,5,7,2,11,72.7,3,11,7,4,12,26,33,0,19,1.66,16,0,0,2,0,1,3,0.26,859,56,284,491,88,9,859,1,0,0.0,1,100.0,624,2313,1143,9,16,0,0,0,674,15,3,0,0,8,7,3,7,12,5,0,2,1,34,16,14,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,Aleksandar Pavlovic,de GER,MF,Bayern Munich,de Bundesliga,21.0,2004,13,6,661,7.3,1,1,2,1,0,0,2,0,0.3,0.3,0.9,1.2,0.27,0.17,20,69,25,3,2,66.7,0.41,0.27,0.33,0.50,19.3,0,0,0,0.3,0.3,0.09,+0.7,+0.7,744,791,94.1,11863,2952,1,0.9,1.4,+0.1,10,81,10,0,69,776,15,3,0,7,3,7,4,2,0,0,744,15,6,8,7,0,8,75.0,2,7,5,2,7,22,12,0,24,3.27,24,0,0,0,0,0,4,0.54,856,17,108,543,207,8,856,6,2,33.3,3,50.0,572,2559,1206,20,17,0,8,3,732,25,2,0,0,10,6,0,3,7,6,0,0,0,30,2,4,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,Strahinja Pavlović,rs SRB,DF,Milan,it Serie A,24.0,2001,18,18,1535,17.1,2,1,3,2,0,0,2,0,2.1,2.1,0.6,2.7,0.18,0.16,33,78,22,14,3,21.4,0.82,0.18,0.14,0.67,13.0,1,0,0,2.1,2.1,0.15,-0.1,-0.1,904,1008,89.7,15582,5095,1,0.6,1.0,+0.4,11,77,5,2,78,954,52,16,1,6,11,4,0,0,0,0,904,23,14,16,5,2,22,72.7,6,17,8,9,9,32,71,1,26,1.52,23,1,2,0,0,0,2,0.12,1177,109,437,609,133,31,1177,15,7,46.7,7,46.7,727,3999,2451,33,23,2,12,9,863,22,2,0,0,11,11,2,11,9,14,0,1,0,46,41,30,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,Leonardo Pavoletti,it ITA,"FW,MF",Cagliari,it Serie A,37.0,1988,7,0,96,1.1,0,1,1,0,0,0,1,0,0.7,0.7,0.0,0.7,0.94,0.67,0,2,2,2,0,0.0,1.87,0.00,0.00,,9.9,0,0,0,0.7,0.7,0.33,-0.7,-0.7,16,29,55.2,231,18,1,0.0,0.0,+1.0,1,0,0,0,2,28,1,0,0,0,0,0,0,0,0,0,16,1,1,0,1,0,0,,0,1,0,1,1,2,0,0,2,1.89,1,0,0,1,0,0,1,0.95,38,1,3,21,14,4,38,0,0,,0,,14,21,12,0,0,0,2,0,25,2,1,0,0,4,0,2,0,1,1,0,0,0,1,4,7,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,Martín Payero,ar ARG,MF,Cremonese,it Serie A,27.0,1998,15,13,1056,11.7,1,0,1,1,0,0,6,0,1.3,1.3,0.2,1.6,0.09,0.13,20,38,41,17,5,29.4,1.45,0.43,0.06,0.20,21.0,0,0,0,1.3,1.3,0.08,-0.3,-0.3,254,354,71.8,4039,1140,0,0.2,0.2,-0.2,5,19,6,2,38,343,9,8,1,3,17,0,1,0,1,0,254,16,7,8,6,2,11,54.5,5,19,3,16,7,23,13,0,13,1.11,10,0,0,2,1,0,0,0.00,520,21,96,283,152,14,520,40,16,40.0,20,50.0,287,1416,727,20,15,2,34,12,320,41,6,0,0,31,23,1,17,7,7,0,0,0,49,14,23,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,Nicolás Paz,ar ARG,MF,Como,it Serie A,21.0,2004,19,18,1618,18.0,6,6,12,6,0,0,4,0,3.3,3.3,3.9,7.3,0.67,0.40,46,112,99,65,25,38.5,3.62,1.39,0.09,0.24,23.6,7,0,0,3.3,3.3,0.05,+2.7,+2.7,654,834,78.4,9753,2903,6,3.9,2.6,+2.1,36,74,21,2,112,792,42,17,8,4,41,2,18,10,3,0,654,46,26,16,23,7,32,43.8,18,22,2,20,15,61,10,2,80,4.45,53,4,7,9,5,2,12,0.67,1109,12,145,588,393,42,1109,79,44,55.7,30,38.0,681,3661,1816,46,38,8,52,27,819,99,4,0,0,36,29,0,41,15,26,0,0,0,83,18,16,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,Myles Peart-Harris,eng ENG,FW,Brentford,eng Premier League,23.0,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0,,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,1,0,0,1,0,0,1,0,0,,0,,1,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,Mads Pedersen,dk DEN,DF,Augsburg,de Bundesliga,29.0,1996,4,1,138,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,0.00,0.11,5,0,12,2,0,0.0,1.30,0.00,0.00,,14.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,52,67,77.6,729,306,0,0.0,0.3,0.0,1,3,2,2,0,51,16,0,0,0,8,16,0,0,0,0,52,5,2,1,1,3,5,80.0,1,3,1,2,1,6,4,0,4,2.61,3,0,0,0,1,0,0,0.00,93,7,20,30,43,9,93,3,0,0.0,3,100.0,37,199,113,5,2,1,3,2,43,12,0,0,0,5,1,0,8,1,2,0,1,0,5,0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,Marcus Pedersen,no NOR,DF,Torino,it Serie A,25.0,2000,14,13,1099,12.2,0,0,0,0,0,0,2,0,1.0,1.0,1.0,2.0,0.00,0.16,48,16,70,7,2,28.6,0.57,0.16,0.00,0.00,14.9,0,0,0,1.0,1.0,0.15,-1.0,-1.0,334,478,69.9,5329,1686,0,1.0,1.1,-1.0,8,17,9,7,16,379,97,1,0,0,61,96,0,0,0,0,334,13,9,7,3,3,17,35.3,11,5,1,4,5,18,18,2,29,2.37,20,5,1,1,0,2,2,0.16,570,16,124,233,220,19,570,17,8,47.1,6,35.3,306,2194,1328,48,30,10,21,10,326,70,2,0,0,18,3,2,61,5,9,0,0,0,36,5,11,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,Alfonso Pedraza,es ESP,"DF,MF",Villarreal,es La Liga,29.0,1996,13,8,790,8.8,1,2,3,1,0,0,3,0,0.5,0.5,2.1,2.6,0.34,0.30,32,15,67,6,1,16.7,0.68,0.11,0.17,1.00,17.8,0,0,0,0.5,0.5,0.08,+0.5,+0.5,275,369,74.5,5098,1289,2,2.1,0.9,-0.1,9,6,10,7,15,318,50,2,1,2,31,48,0,0,0,0,275,19,14,9,7,3,17,58.8,7,9,3,6,8,27,23,2,22,2.50,15,2,2,0,3,0,3,0.34,462,23,154,168,146,20,462,16,9,56.3,6,37.5,239,1757,977,32,18,12,9,8,273,67,3,0,0,13,9,2,31,8,14,0,0,0,38,0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,Pedri,es ESP,MF,Barcelona,es La Liga,23.0,2002,15,13,1124,12.5,2,5,7,2,0,0,2,1,1.2,1.2,3.2,4.4,0.56,0.35,54,140,56,15,7,46.7,1.20,0.56,0.13,0.29,20.2,0,0,0,1.2,1.2,0.08,+0.8,+0.8,1045,1153,90.6,17976,4764,5,3.2,3.2,+1.8,35,139,32,2,140,1110,40,32,9,6,6,8,0,0,0,0,1045,26,15,8,11,7,32,43.8,18,27,1,26,11,37,11,1,82,6.58,74,0,1,4,2,1,10,0.80,1293,19,141,755,414,17,1293,29,22,75.9,4,13.8,856,5614,2793,54,68,6,19,15,1037,56,2,1,1,7,21,0,6,11,15,0,0,0,85,5,2,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,Pedro,es ESP,FW,Lazio,it Serie A,38.0,1987,17,3,476,5.3,1,1,2,0,1,1,2,0,1.3,0.5,0.8,1.3,0.19,0.39,11,24,28,12,3,25.0,2.27,0.57,0.00,0.00,24.0,0,1,1,1.3,0.5,0.04,-0.3,-0.5,206,248,83.1,3367,631,1,0.8,0.7,+0.2,10,17,5,0,24,233,15,10,3,1,17,0,4,3,1,0,206,7,4,4,1,2,10,40.0,6,5,0,5,1,8,2,1,21,3.97,11,4,1,0,5,0,1,0.19,296,3,31,153,114,13,295,18,8,44.4,6,33.3,188,1033,443,11,10,5,3,5,238,28,2,0,0,4,19,0,17,1,4,0,0,0,18,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,Zé Pedro Figueiredo,pt POR,DF,Cagliari,it Serie A,28.0,1997,6,4,353,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,3,11,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,194,222,87.4,3567,1132,0,0.0,0.1,0.0,0,9,2,0,11,215,7,6,0,0,0,1,0,0,0,0,194,4,2,3,1,0,7,42.9,4,7,5,2,3,7,30,3,1,0.25,1,0,0,0,0,0,0,0.00,271,32,144,124,4,1,271,0,0,,0,,159,710,463,3,1,0,2,0,195,0,0,0,0,5,6,0,0,3,2,0,0,0,9,6,10,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,Adrià Pedrosa,es ESP,DF,Elche,es La Liga,27.0,1998,11,4,505,5.6,1,1,2,1,0,0,4,0,0.4,0.4,1.1,1.5,0.36,0.26,9,16,37,8,1,12.5,1.43,0.18,0.13,1.00,20.9,0,0,0,0.4,0.4,0.04,+0.6,+0.6,216,271,79.7,3334,1161,1,1.1,1.1,-0.1,15,15,5,4,16,226,42,9,1,0,31,28,4,1,2,0,216,17,8,11,4,2,15,66.7,5,8,1,7,8,25,22,1,16,2.85,13,1,1,1,0,0,1,0.18,362,20,102,122,143,17,362,16,3,18.8,11,68.8,161,829,318,9,7,5,10,2,200,37,4,0,0,11,5,0,31,8,8,0,0,0,21,4,10,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,Adrià Pedrosa,es ESP,DF,Sevilla,es La Liga,27.0,1998,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.36,1,1,1,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,9,11,81.8,157,28,0,0.0,0.0,0.0,1,0,1,1,1,9,2,0,0,0,3,2,0,0,0,0,9,1,0,0,0,1,0,,0,0,0,0,0,1,1,0,1,15.00,1,0,0,0,0,0,0,0.00,13,0,1,6,6,0,13,0,0,,0,,8,53,43,1,0,0,0,0,9,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,Dženan Pejčinović,de GER,FW,Wolfsburg,de Bundesliga,20.0,2005,14,6,515,5.7,4,0,4,4,0,0,1,0,3.8,3.8,0.1,4.0,0.70,0.69,5,7,20,20,9,45.0,3.50,1.57,0.20,0.44,11.0,0,0,0,3.8,3.8,0.19,+0.2,+0.2,80,114,70.2,1127,159,0,0.1,0.2,-0.1,2,4,0,0,7,96,18,0,0,0,1,2,0,0,0,0,80,5,4,3,1,1,4,50.0,2,7,1,6,0,5,3,0,11,1.92,7,0,1,3,0,0,1,0.17,181,5,25,94,62,28,181,8,3,37.5,5,62.5,86,285,121,5,0,4,15,4,118,20,1,0,0,6,5,0,1,0,4,0,0,0,10,18,36,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,Lorenzo Pellegrini,it ITA,MF,Roma,it Serie A,29.0,1996,12,9,709,7.9,2,0,2,1,1,1,1,0,3.1,2.3,0.9,3.2,0.13,0.51,23,41,54,21,8,38.1,2.67,1.02,0.05,0.13,17.8,1,1,1,3.1,2.3,0.11,-1.1,-1.3,283,401,70.6,4423,1114,0,0.9,1.5,-0.9,10,22,9,0,41,343,55,21,2,1,36,4,25,13,9,0,283,4,1,1,0,3,9,22.2,7,11,3,8,4,8,6,0,26,3.30,15,4,2,4,1,0,1,0.13,480,6,35,211,238,33,479,12,4,33.3,7,58.3,278,1593,742,23,31,0,14,12,351,54,1,0,0,9,18,3,36,4,1,0,0,0,20,10,9,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,Luca Pellegrini,it ITA,DF,Lazio,it Serie A,26.0,1999,16,10,918,10.2,0,0,0,0,0,0,3,0,0.5,0.5,0.7,1.2,0.00,0.12,16,37,24,5,3,60.0,0.49,0.29,0.00,0.00,17.1,1,0,0,0.5,0.5,0.10,-0.5,-0.5,477,611,78.1,8027,3021,0,0.7,0.6,-0.7,8,30,5,1,37,510,101,21,0,1,32,70,10,5,3,0,477,19,10,12,7,0,21,57.1,9,19,4,15,9,28,31,0,22,2.16,14,7,1,0,0,0,3,0.29,722,31,253,354,121,10,722,13,5,38.5,8,61.5,358,1416,873,16,13,1,9,7,450,24,3,0,0,15,9,0,32,9,10,0,0,0,40,6,9,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,Mateo Pellegrino,ar ARG,FW,Parma,it Serie A,24.0,2001,19,19,1623,18.0,6,1,7,5,1,1,3,0,4.3,3.5,1.2,4.8,0.33,0.31,13,27,60,38,12,31.6,2.11,0.67,0.13,0.42,15.4,0,1,1,4.3,3.5,0.09,+1.7,+1.5,163,287,56.8,2404,581,1,1.2,0.7,-0.2,15,19,5,0,27,275,9,0,3,2,6,0,0,0,0,0,163,9,6,2,4,3,13,53.8,6,15,5,10,3,12,25,0,34,1.89,21,0,3,5,4,1,1,0.06,502,30,56,229,225,64,501,27,16,59.3,11,40.7,243,1152,400,13,10,4,65,49,366,60,3,0,0,47,37,5,6,3,6,0,0,0,48,74,74,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,Faris Pemi Moumbagna,cm CMR,"FW,MF",Cremonese,it Serie A,25.0,2000,4,0,75,0.8,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0.00,0.45,1,0,1,2,0,0.0,2.40,0.00,0.00,,8.9,0,0,0,0.4,0.4,0.18,-0.4,-0.4,7,14,50.0,112,0,0,0.0,0.0,0.0,1,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,1.20,1,0,0,0,0,0,0,0.00,25,1,1,8,16,7,25,1,0,0.0,1,100.0,15,84,16,1,1,1,5,1,19,1,0,0,0,1,0,0,1,0,0,0,0,0,2,3,1,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,Iñaki Peña,es ESP,GK,Elche,es La Liga,26.0,1999,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.00,0.01,0,2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,550,709,77.6,11898,8110,0,0.1,0.0,-0.1,2,17,1,0,2,617,88,38,0,0,0,0,0,0,0,0,550,0,0,0,0,0,2,0.0,2,0,0,0,0,0,10,2,5,0.42,5,0,0,0,0,0,0,0.00,740,382,685,55,0,0,740,0,0,,0,,481,2347,1562,0,0,0,0,0,496,0,0,0,0,0,1,0,0,0,0,0,0,0,32,1,0,100.0,17,1.42,60,43,73.3,3,3,6,4,33.3,1,1,0,0,20.0,0.33,+3.0,+0.25,49,176,27.8,655,50,24.6,27.7,153,6,3.9,27,2.25,16.9
1783,Mike Penders,be BEL,GK,Strasbourg,fr Ligue 1,20.0,2005,16,16,1440,16.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.00,0.00,0,3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,642,750,85.6,13546,7625,0,0.0,0.0,0.0,0,7,0,0,3,664,84,34,0,0,0,0,0,0,0,0,642,0,0,0,0,0,0,,0,0,0,0,0,0,7,3,2,0.12,2,0,0,0,0,0,0,0.00,787,461,764,23,0,0,787,0,0,,0,,559,2193,1206,0,0,0,1,0,565,0,3,0,0,1,0,0,0,0,0,0,1,0,46,2,0,100.0,21,1.31,64,43,70.3,6,3,7,6,37.5,3,2,1,0,22.2,0.32,+2.2,+0.14,43,127,33.9,698,41,14.8,24.3,203,13,6.4,13,0.81,12.4
1784,Nicolas Pépé,ci CIV,"FW,MF",Villarreal,es La Liga,30.0,1995,17,11,1026,11.4,2,2,4,2,0,0,2,0,5.0,5.0,2.9,7.9,0.35,0.69,60,60,98,30,10,33.3,2.63,0.88,0.07,0.20,15.0,1,0,0,5.0,5.0,0.17,-3.0,-3.0,343,427,80.3,4971,1477,2,2.9,3.3,-0.9,29,20,28,2,60,384,41,6,2,3,37,5,24,21,1,0,343,20,13,6,11,3,13,46.2,7,6,0,6,10,30,10,0,59,5.17,44,6,6,2,1,0,7,0.61,578,12,57,197,345,73,578,58,27,46.6,28,48.3,401,2581,1537,60,34,34,31,19,432,98,2,0,0,10,16,9,37,10,13,0,0,0,47,4,10,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,Kojo Peprah Oppong,gh GHA,DF,Nice,fr Ligue 1,21.0,2004,16,15,1328,14.8,1,0,1,1,0,0,2,0,0.8,0.8,0.3,1.0,0.07,0.07,15,53,6,8,2,25.0,0.54,0.14,0.13,0.50,16.3,0,0,0,0.8,0.8,0.09,+0.2,+0.2,749,818,91.6,12271,3765,0,0.3,0.3,-0.3,6,48,3,1,53,764,53,21,0,6,5,2,0,0,0,0,749,25,16,15,7,3,16,62.5,6,14,11,3,15,40,70,1,16,1.08,15,0,0,0,1,0,1,0.07,975,134,414,498,69,11,975,15,11,73.3,3,20.0,603,3088,1726,15,11,1,4,6,676,6,2,0,0,21,14,1,5,15,16,0,1,0,48,25,20,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
